,U26C,50GV,B5I6,9Q6R,X19V,0C7Q,O21U,R7D1,2T6S,6VV2,DC61,X1Y5,3TR7,Q6O0,L3V8,3C6G,6FH5,C22U,I52Y,C88N,J7F9,R9K3,1KB2,08MQ,V55J,0H5E,R42Q,4TQ6,9U7M,94GU,0ED6,R5K7,IZ20,Q58J,E6R3,I07H,4SZ2,51PW,2T7P,0I4U,XU70,L9G5,B23O,O03M,I9D6,3PQ2,UI76,L7J7,SM54,0JO0,K9P0,27SS,P5F3,43FJ,46CD,80GC,AO86,1P0Y,T54A,O6R6,E3B6,UK24,98BT,9T8E
I9D6,0.4962892120040431,0.5166905364918328,0.5080839169013865,0.4762382746509831,0.4788082079957432,0.4651971840143679,0.46108638423957665,0.5468395510163607,0.5670435203468926,0.5424206030387762,0.4914997895639947,0.5524595901130402,0.45042759940341603,0.4519386198392961,0.35610759950132914,0.40440124194267246,0.43056770321115073,0.4972206285728719,0.48037204481090046,0.4834482096943802,0.5191927576679507,0.5574277165350429,0.30613552625130525,0.37684578069002755,0.32585233433442734,0.30667649386864476,0.31485984972572606,0.3922039278498859,0.3456422168366284,0.29433112635060316,0.21289717286968454,0.23492580426280713,0.12666580684320486,0.1500770446284076,0.019429462807533087,0.19817457450643447,0.40149169514441296,0.34024653776192043,0.4483886928407331,0.3304409540666753,0.3099809420682084,0.31858469189820365,0.3833417716825089,0.3412632859810742,1.0,0.4074884326512321,0.6327317202937133,-0.4595282399367366,-0.3636772824661,-0.5878276448294093,-0.4628913324954659,-0.44328751141203465,-0.28012907460271635,-0.3244541774948982,-0.3921009406825992,0.030431961170697016,0.2697811728604036,0.021251590631775747,0.048486816447978295,-0.2175553241617677,-0.037793776228535435,-0.02101375210234816,-0.015434696311006867,-0.00642922162087109
3PQ2,0.6285798228371998,0.6814002249813274,0.6463429844541048,0.6699246170958534,0.6520327917047736,0.5858536319551866,0.6615953691777141,0.5964837530427667,0.48101027307217636,0.5372467979616007,0.6279242355533989,0.6844888938086522,0.5428840231998916,0.5643368881301054,0.5073702517691444,0.5066013271800889,0.5266056732027938,0.5236412562194565,0.5097916583698323,0.48771032366985984,0.5250310830132339,0.57348309752542,0.4365736837052424,0.4764604045052608,0.45526915873491086,0.43166635440707773,0.40667530733037166,0.4692743837640093,0.47492803217995794,0.37277041380285925,0.28083116796304464,0.2887048193403583,0.10095148650142094,0.1917019198857876,0.08223008657244539,0.23168983821520214,0.43678942731279063,0.3999253585332184,0.43048536297056694,0.3917386280200185,0.39998817865775077,0.330734879233719,0.4881314164449194,0.4324036127159224,0.4074884326512321,1.0,0.5830941302505617,-0.590766238237866,-0.5467119507103656,-0.6505031700370985,-0.5925095913967714,-0.35421878016107394,-0.3660635096244267,-0.42740049195700897,-0.4431922095336463,0.04995055941970074,0.34239365051083764,0.14838555701251632,0.1514681719404087,-0.2380724811825298,-0.04598289960542425,-0.03346157382071566,0.060451307883485836,-0.009482621446999871
UI76,0.6636124043360635,0.7095923086352997,0.6722309674512209,0.6448304053310076,0.6654443431458129,0.570420855782886,0.6475136490346485,0.7708582312245833,0.6816877935421404,0.5618617513078898,0.6593619491511311,0.7080288054722965,0.5707246472879564,0.5691752359828567,0.45292858697362776,0.4956664937858279,0.5296011392881849,0.5539765072554614,0.537255127089568,0.585063091922453,0.6113701355497597,0.6807500264512664,0.35726186656868897,0.4304197682201337,0.4071644815075539,0.39228202662401834,0.4045588989001367,0.5012638725091427,0.4365207927522594,0.34177107865464984,0.2717466122260301,0.3032942990636225,0.1875179789285453,0.22123444556731037,-0.015552196127131688,0.23401324752384642,0.5000996871007022,0.4147594808008794,0.541649212488436,0.40139149761938325,0.41523073268969596,0.3705087443101977,0.5634611186907177,0.5299953256682194,0.6327317202937133,0.5830941302505617,1.0,-0.6042310716494274,-0.5087228878320842,-0.7798942068219309,-0.6474777021916583,-0.5498416922813703,-0.34617525864655607,-0.3851287980175599,-0.471739030177241,0.045875931776194555,0.34171531171505354,0.014039263568925148,0.08207568748308468,-0.4188337137956277,-0.03584040534691417,-0.016342464408373086,-0.026136024167785772,0.0014023791964084353
L7J7,-0.9749388922407931,-0.9300289537913582,-0.9250890632920968,-0.9120477518506686,-0.8775507311063286,-0.8149335288977466,-0.8611742262044925,-0.8074386858386189,-0.777975096767965,-0.7410017420518435,-0.8241802460678873,-0.8161996562905554,-0.9762576121631029,-0.9557326783795567,-0.8111864172358275,-0.8453959520051005,-0.8880410837879721,-0.7352717433343566,-0.763829470073348,-0.8271682943572672,-0.8617257928155833,-0.8595512896228933,-0.6708795413567351,-0.7385603099974594,-0.7564768973793837,-0.7731182978629475,-0.779323597851586,-0.8126023581867705,-0.7923281054218952,-0.49933236832971206,-0.5174809623666468,-0.5676526312542307,-0.3210121509397883,-0.4591227470705811,-0.24533460132228502,-0.37010811911400454,-0.7329528756426361,-0.6920838513927612,-0.5920409107768303,-0.6771522826760257,-0.6110497869500647,-0.4352160831099128,-0.5642302922585756,-0.5208082677060519,-0.45952823993673664,-0.5907662382378659,-0.6042310716494274,1.0,0.7805268555410746,0.7855453438095521,0.7416855042646799,0.5447675782477619,0.5933075692281693,0.6483157950711212,0.7399385997066581,-0.10995697823945917,-0.2565827613743721,-0.06470772152298548,-0.1880400511677018,0.1432835827559127,0.15347322996992016,0.03186569690851658,0.018096650576216386,0.029849802898746038
SM54,-0.7917847638630118,-0.788662841469106,-0.7709513235488176,-0.7749754643419767,-0.7560619308285567,-0.6833133859054039,-0.7724900685542849,-0.7241969213505142,-0.5285153122174603,-0.636217505532588,-0.6721467070210402,-0.7041628510768322,-0.7441171970071495,-0.7487136625836792,-0.6366834853368373,-0.6485370660335069,-0.6948398470749922,-0.6241944820114873,-0.6164257291767803,-0.701634988952816,-0.716979745017638,-0.7328937841849743,-0.7364825207293852,-0.699138387342325,-0.702491677457485,-0.61367878638208,-0.5783642293579491,-0.5899355271678887,-0.6094523327919218,-0.3433298836154026,-0.3114301047684061,-0.3231414144044104,-0.14322742094835772,-0.31522794976663265,-0.2470529831279544,-0.32256238639627266,-0.5452155025606124,-0.49127258254552314,-0.45250532121806614,-0.523075807214802,-0.5171023949555209,-0.5516111152004848,-0.4751399923870318,-0.47472044189755697,-0.3636772824661,-0.5467119507103656,-0.5087228878320841,0.7805268555410746,1.0,0.6335030558785496,0.6777247850728075,0.39463494513756503,0.5087350391198631,0.5634375544830466,0.6014707311001903,-0.11694249028395341,-0.45782817802620557,-0.21947077777551816,-0.2666196598337848,0.14753878607560697,0.10835290038672551,-0.0443681202197797,-0.017961070825454444,-0.12247431609636565
0JO0,-0.8250430012207338,-0.8271397321172246,-0.8220636366119748,-0.7889276280100602,-0.7808907977252398,-0.6957442708405184,-0.7692724172823117,-0.7508143684884344,-0.8133175713913414,-0.6599752896745539,-0.8253120242050878,-0.8299124146092998,-0.7414134247319873,-0.7433866216843733,-0.6004787369213545,-0.6402706803566117,-0.6843426024063785,-0.6425940096632465,-0.6397171128624846,-0.6909978275419528,-0.7257171733214441,-0.7694392188884401,-0.48546706976897835,-0.5669449056956212,-0.5437371434867708,-0.5352274694316884,-0.5163024769177851,-0.6243215897728607,-0.5758559021566689,-0.3935633076667388,-0.35035927464485966,-0.37751270438482337,-0.2597870733036807,-0.28946074804229344,-0.03985849704803259,-0.2915088406542007,-0.6006319979047267,-0.5294258180973558,-0.6133040772099405,-0.522535001756907,-0.5068302426816086,-0.4205162053635494,-0.5738993620638769,-0.49946863932009655,-0.5878276448294093,-0.6505031700370985,-0.7798942068219309,0.7855453438095522,0.6335030558785497,1.0,0.7006834477924638,0.5367586579409495,0.44441998337611366,0.5029353089636235,0.5882802755148967,-0.05727480503103052,-0.39851325442417806,-0.05701622040815668,-0.12428121981641001,0.2724814681439042,0.017545559988032408,0.005616034050401076,0.010307990832332012,-0.0426795362530441
K9P0,-0.7711610293249904,-0.8175804271172328,-0.788229628700244,-0.7759351516580173,-0.7918851786851552,-0.6871748572195925,-0.7907931899085984,-0.7945813455601418,-0.5807012095209994,-0.6581025626191631,-0.6960592054446444,-0.7388528918816326,-0.7023881009359426,-0.7038767412220397,-0.60129044327868,-0.6134182486588593,-0.6538739237939933,-0.6171343029494055,-0.6139256419446042,-0.6462418904247976,-0.6787954534688662,-0.724140775636858,-0.5422263373502286,-0.5744900027305303,-0.5588958902675956,-0.5355766507551784,-0.576578534964031,-0.5946078570462052,-0.5857975025594477,-0.38360770537224936,-0.3322023463957511,-0.3604504735640181,-0.20664517068269753,-0.3186690449234442,-0.15267245404683966,-0.32438299877701693,-0.5619040842117434,-0.4932941701788659,-0.4943313868976009,-0.4966955036413751,-0.5253565565161986,-0.39508190935577786,-0.5369903951738907,-0.5273163386125785,-0.4628913324954659,-0.5925095913967715,-0.6474777021916582,0.7416855042646799,0.6777247850728075,0.7006834477924638,1.0,0.44067744491271604,0.4711775171828727,0.5212639941981656,0.5759505907321748,-0.10688896323448467,-0.2954172189775281,-0.0749727873973881,-0.20756244779130048,0.2207401342013799,0.113353652352093,-0.017192751005420576,0.006370137268266472,0.006161374939366403
27SS,-0.540697108452616,-0.5624490668012545,-0.5308486813958754,-0.5180206024971984,-0.5391829559292601,-0.5041460847966589,-0.47155632488014115,-0.5486039774429657,-0.6031451152443592,-0.5100105768904283,-0.4860981743896616,-0.4776981170277472,-0.5599455233359023,-0.5505088293975064,-0.4569068871032699,-0.4868392837852218,-0.4942906647399857,-0.4742699004740352,-0.4793952691192667,-0.4967731510773286,-0.5106540602240026,-0.519454214648721,-0.30704902837863957,-0.4015461085422674,-0.377514755425447,-0.4444641452428763,-0.4807567365515667,-0.5120020703991638,-0.4806814525076069,-0.385469817084877,-0.3414280028475353,-0.38418933342172584,-0.2866123536796839,-0.3137148969185708,-0.12592179672815654,-0.19720312268601536,-0.5000741148487006,-0.44763974569221354,-0.4934710405391706,-0.39854479018608246,-0.40364279314006196,-0.2606618402911286,-0.38629018993285263,-0.3056963622511723,-0.4432875114120347,-0.35421878016107394,-0.5498416922813701,0.5447675782477619,0.39463494513756503,0.5367586579409496,0.44067744491271604,1.0,0.31446449958229966,0.3771355295561285,0.4596893741978496,-0.044129942482908274,-0.036639202984441975,0.07998349168402907,0.00785876800090613,0.10075070477089736,0.08164509740366693,0.01939634415396871,0.12895761877470888,0.12730868793920863
P5F3,-0.5957577186493044,-0.5816689044922917,-0.5919233155374222,-0.571614578983897,-0.557001486656168,-0.5429995286264779,-0.5407773781170084,-0.5482814421406563,-0.4050625098891549,-0.482978961475599,-0.4779468848726952,-0.47072741283150227,-0.5989082407954824,-0.60011526039652,-0.5715256842723256,-0.6057921717012761,-0.616672478991224,-0.644188422120615,-0.6039358125051072,-0.5551569485119201,-0.5802761508878354,-0.5701063465088049,-0.580045105045017,-0.5677764926926587,-0.560611686221159,-0.5320543394350881,-0.5792019805407393,-0.664762836515328,-0.5578078342901263,-0.3220745862499275,-0.28710944108444736,-0.29225603315285315,-0.3780653761234527,-0.5838787608931764,-0.18068298452477446,-0.189529116284227,-0.53150530251206,-0.4053933888022387,-0.4330176600135031,-0.4720129176336772,-0.5816378416182005,-0.373383435307661,-0.3335837725518881,-0.3240045898730591,-0.28012907460271635,-0.36606350962442663,-0.34617525864655607,0.5933075692281693,0.5087350391198632,0.4444199833761136,0.4711775171828727,0.31446449958229966,1.0,0.5238569812250679,0.5780099666552975,-0.03252353063318768,-0.17816206018222824,-0.2068661247189063,-0.2162676754712493,0.07401871627397834,0.07493280581216873,-0.05632035337426581,0.026059731317684444,0.01795751732442759
43FJ,-0.6328340009185842,-0.6386383972857587,-0.639772349414149,-0.6404355474149357,-0.612202238211915,-0.646283098563998,-0.5974521851660308,-0.5986280211079326,-0.47026916400605295,-0.5422628844609516,-0.5232556871590568,-0.5456907491339648,-0.6721368377187174,-0.6874965217508113,-0.7024609188300363,-0.7357777296663763,-0.6775638576714182,-0.6426740238827282,-0.645683330814981,-0.611281291817946,-0.6510793885054679,-0.645352681005427,-0.6351829344992397,-0.6981876294117021,-0.6683773190368882,-0.6861639784146946,-0.5880880449378822,-0.6160675803118639,-0.6241787630388441,-0.38279540404518686,-0.3256493699581565,-0.3604037063405227,-0.2185573463466189,-0.339000804737023,-0.22879185256754714,-0.26188026899651407,-0.4804094189169687,-0.43629898154973923,-0.4610524082241965,-0.6363719321083389,-0.5051102397420942,-0.39405368104557265,-0.3780310245424289,-0.35058987071937886,-0.32445417749489824,-0.427400491957009,-0.3851287980175599,0.6483157950711211,0.5634375544830464,0.5029353089636235,0.5212639941981656,0.37713552955612845,0.5238569812250679,0.9999999999999999,0.6472286899720471,-0.08344883075883162,-0.21079595629671885,-0.17094505354200248,-0.24018331177832244,0.04910988215725781,0.11317748678648928,-0.02245272321673707,-0.0018835009313002125,0.06705734496298463
46CD,-0.7248926594007056,-0.7012946626698224,-0.7108782761429636,-0.6691791574523919,-0.6751536129161333,-0.6767548466681698,-0.6371268721942396,-0.7090401098620067,-0.6216884736206364,-0.572695829780221,-0.608424456960954,-0.5916422710860513,-0.7891599523003838,-0.7979594552835233,-0.7705155401916258,-0.826498160957277,-0.8106262321959843,-0.7696511530598786,-0.775685675684367,-0.7730606633663181,-0.8177417917111213,-0.7865302441251036,-0.6894251800580438,-0.729595767286649,-0.7246099056165517,-0.6993449555288529,-0.6936293147095398,-0.7419596721838763,-0.7635952531234939,-0.5033035630495851,-0.32759323175845445,-0.3751992416087496,-0.2728590912715789,-0.44026135080235623,-0.26223392201631845,-0.2987475053848998,-0.6686032090244787,-0.5781352666448095,-0.5325847033100948,-0.645475026454146,-0.5604347401378816,-0.4380862783174112,-0.4193533563069247,-0.3860550222001577,-0.39210094068259915,-0.4431922095336463,-0.471739030177241,0.7399385997066581,0.6014707311001903,0.5882802755148967,0.5759505907321748,0.4596893741978496,0.5780099666552976,0.6472286899720471,0.9999999999999999,-0.1028258514346672,-0.19443937628349342,-0.13606823111434255,-0.25445563250753095,0.07118281840149585,0.15897136077536983,-0.05289677034331286,0.02039359252378307,0.05437895140138547
80GC,0.10752998616262346,0.10896423631861028,0.10877084911963367,0.10478665055931659,0.10694415140901394,0.11026447906974542,0.11678095758294275,0.11853407745916915,0.033875646792065305,0.09539872251469562,0.07009085202381375,0.09487951630213612,0.11122062364798198,0.11624097017176886,0.10599678200552484,0.09182577632131483,0.09802617952000668,0.08677430695300305,0.09258906544744863,0.09392622794363063,0.09994161292878138,0.10361768589097628,0.11211823196260337,0.07949404938303246,0.09051847906243794,0.09687618859442489,0.1270505503387378,0.06120338979141597,0.10968327852147224,0.039486273330247526,0.039591111771147346,0.052748437028931505,-0.001649485318291494,0.04916597520525454,0.07451152342341674,0.07457903344941476,0.053476942304511624,0.07570481695871412,0.04477497165274984,0.07540837560107971,0.05626419301598943,0.05630431004980602,0.06101971071622337,0.07243225752054429,0.030431961170697016,0.04995055941970074,0.045875931776194555,-0.10995697823945916,-0.11694249028395341,-0.05727480503103052,-0.10688896323448467,-0.04412994248290827,-0.03252353063318768,-0.08344883075883162,-0.1028258514346672,1.0,0.00896118969970242,-0.010748045746385536,0.09526929275567478,0.007036070966772219,-0.05611154128573189,-0.011273094234083144,-0.035584993062232215,-0.01914266500546271
AO86,0.3207782164479193,0.3159417060738898,0.33643579486221675,0.2985085042787327,0.2930085533809564,0.2678318545352541,0.3704744758933107,0.33795108499609217,0.19840766792645287,0.2968715610108723,0.3637564826217594,0.4370553965105161,0.21244896014655754,0.2325652888073689,0.16892287279542392,0.19236873147426203,0.21659241770457696,0.2670946470135403,0.23051302255302702,0.2867204815713989,0.31620195199576606,0.36458541333697214,0.33859011299334907,0.30095722374367223,0.27626847966729184,0.15956343727842226,-0.007838204939362606,0.030951058240896567,0.09233445106744465,0.06403446216652008,-0.053595883968449144,-0.08994705837993437,-0.13310218282658992,-0.07407028343167353,-0.10348169461951391,0.019576389862683972,0.044359706797080185,0.04364690795645218,0.1681315299250111,0.11124949636335235,0.07355357003632307,0.327540179000799,0.08383378305092797,0.22155286518579637,0.2697811728604036,0.34239365051083764,0.34171531171505354,-0.2565827613743721,-0.4578281780262055,-0.39851325442417806,-0.2954172189775281,-0.036639202984441975,-0.17816206018222824,-0.21079595629671882,-0.19443937628349345,0.00896118969970242,1.0,0.5620753529437138,0.21647840230716242,-0.3180363742006466,0.16311643084196006,0.04549794959547586,0.07340841151187204,0.23814523645734706
1P0Y,0.10448319194885293,0.08005301159321275,0.09604675524241299,0.07134955268938799,0.07323286154572987,0.10269654539564678,0.13499583871592005,0.11148494283832261,-0.0821004687949526,0.11366512211741697,0.10287504675955632,0.1403527497641237,0.04415022532491571,0.06473280677032367,0.06146210976874424,0.10231089952643488,0.11142318882553785,0.14295753702772312,0.09177704879873273,0.09654265654339454,0.1326383920100966,0.1605748047976917,0.2349472811592923,0.19764631109921044,0.1759115077719228,0.07736765796605499,-0.12357495272066689,-0.10418298487038813,-0.0003774864663888899,0.009449726041820547,-0.1407925481204264,-0.20431676063880652,-0.14081645172939597,-0.06591187174347388,-0.12430883067372368,-0.10501607820981809,-0.11750852475247946,-0.1202864783021272,-0.006929850538808745,-0.010821893252466248,0.005695766440021787,0.1387577998659527,-0.10381928752635833,0.02671022148016118,0.02125159063177575,0.14838555701251635,0.014039263568925148,-0.06470772152298548,-0.21947077777551816,-0.05701622040815669,-0.0749727873973881,0.07998349168402907,-0.2068661247189063,-0.17094505354200246,-0.13606823111434255,-0.010748045746385536,0.5620753529437138,1.0,0.3012791469686052,-0.1005744490921376,0.23352636155058917,0.12506481093310845,0.029854865036427113,0.19370336555482726
T54A,0.20965474105140844,0.21164319827993006,0.19984788142776266,0.19640450356259026,0.21372680880932576,0.18835386947149527,0.255617485617747,0.3176552891386965,0.04003762352935527,0.1642627963330854,0.1035130038165775,0.13490075518409844,0.19154097309109458,0.2024443480200334,0.2175259884909909,0.1592829419453019,0.19038118086069689,0.2558100751014821,0.19457285322087783,0.3112966157438106,0.29002556437590865,0.300877908625351,0.23600874528570706,0.17942969342468493,0.18450426235635045,0.1706363247905468,0.1037344793996829,0.13680571572537528,0.13414455391835503,0.046651502149170146,-0.12215432096168952,-0.14382655462977023,0.09854913725344132,0.2040439697255251,-0.2301657669556814,0.0382069574144778,0.09992830432331012,-0.00893038860574064,0.0253852095281598,0.088877799824639,0.1818183828401812,0.07668191859770886,0.06785175415991448,0.11235940372794136,0.048486816447978295,0.15146817194040874,0.08207568748308469,-0.1880400511677018,-0.2666196598337848,-0.12428121981641,-0.20756244779130045,0.007858768000906128,-0.21626767547124934,-0.24018331177832242,-0.25445563250753095,0.09526929275567476,0.2164784023071624,0.3012791469686052,1.0,0.014960963619356971,0.5045274520855184,0.21460984720771192,0.004495847076743226,0.20485457133006807
O6R6,-0.18643625435069988,-0.214017096236802,-0.20855086687930754,-0.1899022776784643,-0.20345045282379512,-0.1386692500853452,-0.2313998466328434,-0.2714435979990212,-0.159901336047777,-0.16504424073014687,-0.23376279205699743,-0.27002407001362705,-0.1077077884889933,-0.10530572793952361,-0.09308696280267965,-0.07657214268555938,-0.08845521643852867,-0.1033105899593933,-0.10432516144627176,-0.14014259098348936,-0.11926537762702483,-0.1677178858747477,-0.05583355655174962,-0.0614973986545863,-0.0820976749817672,-0.05660221418492879,-0.046238798318092855,-0.06258812353651072,-0.05704392483223549,-0.056288524535735275,-0.02347167062200262,-0.02829311496016255,-0.04484927436908687,-0.0438669690540858,0.10442411110965319,-0.01250628341508042,-0.061356024955749044,-0.049521880545782146,-0.11629107486573682,-0.05117789346846984,-0.07023536006041751,-0.09984839201005828,-0.1606656637253427,-0.33606748872886855,-0.21755532416176773,-0.2380724811825298,-0.41883371379562767,0.14328358275591266,0.14753878607560697,0.2724814681439042,0.22074013420137986,0.10075070477089736,0.07401871627397834,0.04910988215725781,0.07118281840149585,0.007036070966772219,-0.3180363742006466,-0.1005744490921376,0.014960963619356973,0.9999999999999999,-0.022261396538994126,0.005331518193138607,0.00047247494578911046,-0.06578503328337089
E3B6,-0.11824307160372532,-0.128383069843892,-0.1299767707982791,-0.14036489334549757,-0.12740822760468296,-0.1791553216637924,-0.0774064498076404,-0.10459398572593288,-0.0655541236889954,-0.12227551653760939,-0.06762328970028526,-0.08209781500156299,-0.1813834243258048,-0.1921355408462842,-0.14844269610080613,-0.20549535338246164,-0.1854446840175327,-0.12886411479672696,-0.18588636406462042,-0.06170444360805864,-0.12331691308466654,-0.09844290827975304,-0.2447140539566409,-0.2470336486578555,-0.17203152727555612,-0.1900337706648055,-0.4025199944062415,-0.21040774847897586,-0.2693361519826743,-0.15348764845751842,-0.22409914909790987,-0.2794850806553357,0.06832355174804289,0.008584285742812257,-0.5918602879113047,-0.16228097585151005,-0.17455129017123885,-0.22524043336391977,-0.10226465386169163,-0.2005706278222342,-0.12433646496393339,-0.12350737491122438,-0.13525369275645036,-0.08592927529150399,-0.037793776228535435,-0.04598289960542425,-0.03584040534691418,0.15347322996992016,0.1083529003867255,0.017545559988032405,0.113353652352093,0.08164509740366693,0.07493280581216871,0.11317748678648927,0.15897136077536983,-0.05611154128573189,0.1631164308419601,0.23352636155058917,0.5045274520855184,-0.022261396538994126,0.9999999999999999,0.12577329067337262,0.032569177955388204,0.3095207655382319
UK24,-0.01481702942747111,-0.02236749717767913,-0.01510611469476361,-0.03896203942802132,-0.009642264592725025,-0.02349049120702861,0.010320411512003509,0.05449859367843061,-0.04151991533955406,-0.008642726643982346,-0.04555998437370475,-0.03499738178085921,-0.029315742154047544,-0.0165884812923253,-0.015617849110966713,-0.03325819341280422,-0.004660913793267194,0.02179521599464865,-0.015777069001927987,0.0746269495999721,0.056612997368384085,0.052910278142953585,0.02874684503949311,0.022695597497178616,0.02259564378866933,-0.05138074136352533,-0.03819430021048329,-0.019951188756376664,-0.05368055568603762,-0.04736012539366865,-0.1257714068378758,-0.1443102507819437,0.03535307100760701,0.04830919913827248,-0.09817758855316458,-0.017884308262988476,-0.011989689091378493,-0.07813928203636737,-0.03135195101235392,-0.03152220199368012,0.036963661906735064,0.03493835907724667,-0.03857493547122466,-0.014526900722755748,-0.02101375210234816,-0.033461573820715663,-0.016342464408373086,0.03186569690851658,-0.0443681202197797,0.005616034050401076,-0.01719275100542058,0.01939634415396871,-0.05632035337426581,-0.022452723216737074,-0.05289677034331286,-0.011273094234083144,0.04549794959547586,0.12506481093310845,0.21460984720771192,0.005331518193138607,0.12577329067337262,1.0,0.06723955714363156,0.18585759992138046
98BT,-0.022133661892344343,-0.012547901399076166,-0.005879286975335274,-0.01357801022142948,-0.015649765963571552,-0.013199542725111889,0.03512972705663027,-0.019954958607090182,-0.02436641152887874,-0.0030454032793068796,0.03270398899054699,0.04062412370087608,-0.03363156552564113,-0.03828054266137722,0.018847118573074747,0.0051022987661345,0.011432629218179799,-0.0025247177724229963,0.028643340629392625,-0.004223821831366274,0.008054779235159844,0.010465870351763678,0.038402675923629885,0.10272314378573091,0.08501253243480021,-0.07734368582268507,-0.08913858473523363,-0.04762053363981121,-0.07287427021684321,0.02525357799042138,0.04860883538282353,0.023497791291564287,-0.06985574733620253,-0.10500299347099896,-0.04214048575713479,0.015102701014588955,-0.07182471261138679,-0.04820313980531522,-0.031164131046305256,0.025287125719623584,-0.045971985038683105,0.1092447686245976,-0.02873947519294333,-0.013897570084069383,-0.015434696311006867,0.060451307883485836,-0.026136024167785776,0.018096650576216386,-0.017961070825454447,0.01030799083233201,0.006370137268266472,0.12895761877470888,0.026059731317684447,-0.0018835009313002125,0.020393592523783068,-0.035584993062232215,0.07340841151187204,0.029854865036427116,0.004495847076743226,0.00047247494578911046,0.032569177955388204,0.06723955714363156,0.9999999999999999,0.47990754709079947
9T8E,-0.013604623628584509,-0.02967228054828768,-0.015425535558711486,-0.04682435045658458,-0.017732188196540336,-0.0688750549888253,0.06816105820236673,0.013873875857535236,0.022362778449739364,-0.03762953803785158,0.06638663364253905,0.02738019032735415,-0.05150924496129769,-0.07426339320275953,-0.06133498702763352,-0.08596960800918489,-0.036461606917782434,-0.01729094824382493,-0.035655956171801555,0.08852978410330326,0.029472792228633467,0.033071073395141974,0.017652943771570857,0.04727726831642055,0.06302062219671335,-0.13093137104058064,-0.2023172502346825,-0.11102465450450866,-0.15284104279068608,-0.11493731450375931,-0.1409820969824866,-0.18540206039623114,0.009551621335571425,-0.05982058184307596,-0.22268799205431455,-0.04283532689813035,-0.10366024837030621,-0.13471269359516516,-0.030168727107469914,-0.0538392829225638,-0.0377867994771529,0.16349786018238152,-0.08590430104059896,-0.02205756302920092,-0.006429221620871091,-0.009482621446999871,0.0014023791964084353,0.029849802898746038,-0.12247431609636567,-0.042679536253044104,0.006161374939366403,0.12730868793920863,0.017957517324427595,0.06705734496298463,0.05437895140138546,-0.019142665005462713,0.23814523645734706,0.19370336555482726,0.20485457133006807,-0.06578503328337089,0.3095207655382319,0.18585759992138046,0.47990754709079947,1.0
