study,scale,is_change,drug,year,n_drug,m_drug,sd_drug,n_pbo,m_pbo,sd_pbo,base_drug,base_pbo,lnvr,lnvr_v,lnmr,g,g_v
Higuchi 2014(NCT01441440),HAMD17,True,venlafaxine 75-225mg,2016,177.0,-10.37,6.519026000868535,184.0,-9.25,6.511036783800257,,,0.0013349433389080408,0.005573149528067561,0.11429347071710202,-0.17155277102982294,0.011079020371529797
Higuchi2009,HAMD17,True,duloxetine 40mg,2009,73.0,-10.5,5.7,145.0,-8.3,5.8,20.6,20.4,-0.013919520489646885,0.010416666666666666,0.23511974236092542,-0.3801639904265151,0.02078446884136823
Higuchi2009,HAMD17,True,duloxetine 60mg,2009,74.0,-10.0,6.4,145.0,-8.3,5.8,20.4,20.4,0.10181716565952344,0.010321537290715372,0.18632957819149334,-0.2819518817014763,0.020450970542058227
Higuchi2009,HAMD17,True,paroxetine,2009,148.0,-9.4,6.9,145.0,-8.3,5.8,20.4,20.4,0.17359263237283556,0.006873582766439909,0.12445417447340586,-0.17198465777977912,0.01363352162551377
"Higuchi2011 (PCR112810, NCT00866294)",HAMD17,True,paroxetine 20-40mg,2011,83.0,-12.5,7.1,171.0,-10.4,8.11,22.7,22.6,-0.12984669957503023,0.009038737446197992,0.18392283816092841,-0.26857590684537586,0.017931943938711815
"Higuchi2011 (PCR112810, NCT00866294)",HAMD17,True,paroxetine 25-50mg,2011,158.0,-12.8,7.67,171.0,-10.4,8.11,22.7,22.6,-0.05553771584294874,0.006125889846384414,0.20763936477824455,-0.3030309336350802,0.012260996017984777
Hirayasu2011a,HAMD17,False,escitalopram 10mg,2011,96.0,8.7,6.5,100.0,9.3,6.6,22.3,22.5,-0.01505481928655663,0.010313662945241893,-0.06669137449867239,-0.09123144521085115,0.020280193813345705
Hirayasu2011a,HAMD17,False,escitalopram 20mg,2011,101.0,9.9,7.7,100.0,9.3,6.6,22.2,22.5,0.1541001747767533,0.010050505050505051,0.06252035698133393,0.08332116411287474,0.019768389194710214
Hirayasu2011b,MADRS,False,escitalopram 10mg,2011,120.0,15.6,11.0,124.0,18.3,10.1,29.4,29.0,0.08549648897301926,0.008266721322675412,-0.15963014559188396,-0.2550779986109946,0.016429861171290906
Hirayasu2011b,MADRS,False,escitalopram 20mg,2011,119.0,16.2,10.1,124.0,18.3,10.1,29.8,29.0,0.00017224748518671583,0.008302328785999725,-0.12188981760903701,-0.20727306375497379,0.016454012248487013
Hirayasu2011b,MADRS,False,paroxetine,2011,121.0,15.6,10.0,124.0,18.3,10.1,29.8,29.0,-0.00984870483690793,0.008231707317073171,-0.15963014559188396,-0.2678069123931363,0.01637489749391901
Hormazabal1985,HAMD21,False,amitriptyline,1985,17.0,11.5,8.59,16.0,20.0,8.59,36.7,35.8,-0.002083333333333333,0.06458333333333333,-0.5533852381847867,-0.9653880007950255,0.12978500225454784
Iwata2013 (NCT00798707),HAMD17,False,desvenlafaxine,2013,236.0,13.0,12.315843454672523,231.0,14.6,12.263767773404714,23.0,23.0,0.00419106002647587,0.004301572617946346,-0.11607217125275401,-0.1299758549503073,0.008556773418842636
"Jacobsen2015 (316, NCT01163266)",MADRS,True,vortioxetine 10mg,2015,124.0,-12.96,9.264759899749155,139.0,-10.77,9.514389680899138,32.3,32.0,-0.02614555896695835,0.0076882290562036056,0.18510319975583148,-0.2323685676245445,0.015273953662265125
"Jacobsen2015 (316, NCT01163266)",MADRS,True,vortioxetine 20mg,2015,122.0,-14.41,9.333330059523236,139.0,-10.77,9.514389680899138,32.4,32.0,-0.018704442112330816,0.00775541981075578,0.29115791884313363,-0.3848736968026978,0.01558617782310527
Jefferson2000 (29060/785),MADRS,True,paroxetine,2000,97.0,-13.8,10.83,101.0,-12.1,11.05,31.4,31.7,-0.019902033617529288,0.010208333333333333,0.13146313956046377,-0.15475810287639044,0.020116327012089732
Jefferson2000 (29060/785),MADRS,True,citalopram 20mg,2000,104.0,-15.0,10.2,101.0,-12.1,11.05,31.4,31.7,-0.08018833874149778,0.009854368932038834,0.21484474849951474,-0.2718747499689176,0.019552968673632067
Jefferson2000 (29060/785),MADRS,True,citalopram 40mg,2000,95.0,-15.3,10.72,101.0,-12.1,11.05,31.0,31.7,-0.030000123384935688,0.010319148936170213,0.2346473757956944,-0.29267376150816193,0.02048852709501789
Kasper2005a (Study 99024),MADRS,True,escitalopram,2005,173.0,-15.5,9.96,180.0,-15.0,9.96,28.2,28.6,0.00011368065480057152,0.005700272833571522,0.03278982282299097,-0.050093460084099754,0.011291034959356155
Kasper2005a (Study 99024),MADRS,True,fluoxetine,2005,164.0,-14.8,9.96,180.0,-15.0,9.96,28.5,28.6,0.00027418857319121224,0.005860780751962162,-0.013423020332140661,0.02003625327939402,0.011602609450309446
Kasper2012 (NCT00807248),MADRS,True,escitalopram,2012,140.0,-19.0,10.65,71.0,-13.4,9.27,35.4,34.7,0.13523077773697148,0.010739979445015417,0.3491842722095747,-0.5465863846223372,0.02178470857549767
Katz1993a,HAMD17,True,amitriptyline,1993,95.0,-12.9,7.76,94.0,-8.7,7.76,24.3,24.5,-5.719514985129317e-05,0.010695493022191718,0.39390428570708846,-0.5390634703763509,0.021765706948594917
Katz1993b,HAMD17,True,amitriptyline,1993,93.0,-13.7,7.76,104.0,-8.0,7.76,23.6,22.2,0.0005804136766568175,0.010289151540734487,0.5379542911542432,-0.7317073170731705,0.021573752213319503
Keller2006c (Study062) (NCT00048607),HAMD17,True,paroxetine,2006,161.0,-17.25,8.05,154.0,-14.0,8.87,28.3,28.3,-0.09714567874722504,0.00639297385620915,0.2087548138621102,-0.38320482789856053,0.012877280383937375
Kennedy2006 (CL3-20098-043),HAMD17,False,agomelatine,2003,106.0,14.1,7.7,105.0,16.5,7.4,26.5,26.7,0.03969454110372658,0.00956959706959707,-0.15718558352241238,-0.3166461279476321,0.019059940357452954
"Kennedy2014 (EudraCT 2009-011238-84, CL3-20098-069)",HAMD17,False,agomelatine 25mg,2014,138.0,14.0,6.6,141.0,18.7,7.3,26.7,26.6,-0.10072649265689787,0.007221063607924922,-0.28946619424528236,-0.6732065827803297,0.015074600266689255
"Kennedy2014 (EudraCT 2009-011238-84, CL3-20098-069)",HAMD17,False,agomelatine 25-50mg,2014,136.0,13.9,6.3,141.0,18.7,7.3,26.7,26.6,-0.14719243962458328,0.007275132275132275,-0.29663468372389473,-0.701128477655064,0.015255294965514902
Khan1998,HAMD21,False,venlafaxine 75mg,1998,83.0,13.69,7.47,93.0,17.25,7.43,24.3,25.1,0.006031918781972335,0.011532343584305408,-0.23114650417701132,-0.4758613860517957,0.023249559521743953
Khan1998,HAMD21,False,venlafaxine 150mg,1998,89.0,14.99,7.45,93.0,17.25,7.43,24.5,25.1,0.002935209234922926,0.011116600790513834,-0.14042883136286244,-0.30250476178789565,0.0220576077349898
Khan1998,HAMD21,False,venlafaxine 200mg,1998,81.0,13.16,7.47,93.0,17.25,7.43,24.8,25.1,0.006184357806362579,0.011684782608695652,-0.2706302175801977,-0.5466963707988663,0.023758331992949237
Khan2011 (CLDA-07-DP-02 FDA) (NCT00683592),HAMD17,True,vilazodone,2011,231.0,-10.7,10.64,232.0,-9.1,10.66,25.0,25.3,-0.0018685239452240013,0.004338415207980425,0.16196932794505617,-0.14998982093751637,0.008635566901990962
Kinoshita2009,HAMD17,True,mirtazapine 15mg,2009,65.0,-13.3,6.8,70.0,-10.4,7.5,23.2,22.5,-0.097414285171798,0.015058876811594204,0.2459582290803812,-0.40208308589185426,0.029936955529720338
Kinoshita2009,HAMD17,True,mirtazapine 30mg,2009,66.0,-13.8,6.9,70.0,-10.4,7.5,22.5,22.5,-0.08293567805833753,0.014938684503901897,0.282862786015832,-0.46858571337220334,0.02991815588363226
Kinoshita2009,HAMD17,True,mirtazapine 45mg,2009,69.0,-11.9,7.6,70.0,-10.4,7.5,22.1,22.5,0.013351791114896889,0.01459931798806479,0.13473259397015666,-0.19759108731888647,0.028604596037347205
Koshino2013 (NCT01138007),MADRS,True,bupropion,2013,188.0,-12.9,10.420594992609587,186.0,-13.9,10.501399906679108,32.1,31.9,-0.007753342920237527,0.005376499494146553,-0.07466152876901964,0.09540159048654305,0.010664564404020513
Lam1995,HAMD21,False,fluoxetine,1995,36.0,8.4,6.8,32.0,10.7,7.1,18.7,18.3,-0.045015489837558896,0.0304147465437788,-0.24201203561859244,-0.3275126355071457,0.05848299407341404
"Learned2012a Study1 (EUCTR2005-003401-87, SND103285, NCT00448058)",HAMD17,True,venlafaxine,2012,133.0,-14.0,6.36,126.0,-12.7,7.68,,,-0.1888032910196711,0.007787878787878788,0.09745533615071306,-0.1843019670467364,0.015430841474238231
Learned2012b Study2 (NCT00420641),MADRS,True,paroxetine,2012,166.0,-19.11,10.296981999380721,156.0,-14.95,10.231565152221153,30.3,31.8,0.006177774541821864,0.0062561094819159335,0.2455004584154862,-0.40429632476030253,0.012630292138648113
Lecrubier1997,MADRS,True,venlafaxine,1997,72.0,-16.93,8.216628821980935,76.0,-14.07,8.216628821980935,24.9,24.2,0.00037558685446009363,0.013708920187793428,0.18504232501874615,-0.3462835039178463,0.027175588240895162
Lepola2003 (ESC 99003),MADRS,True,escitalopram,2001,155.0,-15.0,8.71,154.0,-12.1,8.69,29.0,28.7,0.002277630977654967,0.006514727102962397,0.21484474849951474,-0.3325168727925724,0.013061093281526763
Lepola2003 (ESC 99003),MADRS,True,citalopram,2001,159.0,-13.6,8.83,154.0,-12.1,8.69,29.2,28.7,0.015878658444384266,0.006432530818234467,0.11686434013931095,-0.17079221102731051,0.012767857055205589
"Lieberman2008a (Study 309)(EUCTR2004-000562-13, 3151A1-309-EU, NCT00090649)",HAMD17,True,venlafaxine,2008,127.0,-13.8,7.78,120.0,-12.5,7.78,25.8,,-0.00023342670401493935,0.008169934640522875,0.09893994785490365,-0.16658307753307908,0.01616445718878316
Lieberman2008b (Study 317),HAMD17,True,venlafaxine,2008,115.0,-12.6,8.15,125.0,-9.78,8.16,25.1,,-0.0008725348754797238,0.00841822297679683,0.2533573299107064,-0.34470032587377,0.016838528886269036
"Liebowitz2008 (Study 332, NCT00277823)",HAMD17,True,desvenlafaxine 50mg,2008,150.0,-11.5,7.1,150.0,-9.53,7.1,23.37,23.02,0.0,0.006711409395973154,0.18790231770309368,-0.2767658849824388,0.013394123241137467
"Liebowitz2008 (Study 332, NCT00277823)",HAMD17,True,desvenlafaxine 100mg,2008,147.0,-10.9,7.15,150.0,-9.53,7.1,23.35,23.02,0.007086525494906537,0.006780362232233153,0.13431807156898745,-0.19179710109866066,0.013462960935395517
Liebowitz2013 (NCT00863798),HAMD17,False,desvenlafaxine,2013,224.0,14.105263157894736,6.564311204866564,223.0,14.701754385964913,6.549642334678982,23.0,23.0,0.002227040411575932,0.004494404718619965,-0.041418831303116736,-0.09081677306739133,0.008927671185084423
Lineberry1990 (WELL 84A),HAMD21,False,bupropion,1990,110.0,14.52,8.77,106.0,18.35,9.87,26.54,27.02,-0.11833779585990047,0.009349060725207515,-0.23410256510392935,-0.40924119579879914,0.018783663717858202
Loo2002 (CL2-014),HAMD17,False,agomelatine,2002,135.0,12.77,8.23,136.0,15.34,8.87,27.4,27.4,-0.07486114205263118,0.007435046987285794,-0.1833651258946622,-0.2994946277839149,0.014843874055242437
Loo2002 (CL2-014),HAMD17,False,paroxetine,2002,144.0,13.09,8.37,136.0,15.34,8.87,27.3,27.4,-0.05822811202730439,0.0072002072002072,-0.15861521601730158,-0.2604239009283416,0.014341597911270265
LopezRodriguez2004,HAMD21,False,fluoxetine,2004,10.0,6.0,8.59,10.0,14.0,8.59,17.27,17.27,0.0,0.1111111111111111,-0.8472978603872037,-0.8919641246782207,0.20372751437475392
Lydiard1997,HAMD17,True,amitriptyline,1997,104.0,-12.8,6.83,115.0,-8.8,6.97,22.1,22.1,-0.01982214716997563,0.009240333844319536,0.3746934494414107,-0.5773776864115718,0.018947351626237282
Lydiard1997,HAMD17,True,sertraline,1997,119.0,-11.1,6.87,115.0,-8.8,6.97,21.5,22.1,-0.014599795314861965,0.008623253047873921,0.23219338683412757,-0.33132693967839066,0.017223580056673963
M/2020/0046 (Study 046),HAMD21,True,reboxetine,unpublished,252.0,-11.5,8.45,247.0,-11.5,8.45,23.0,23.0,-4.048845269329212e-05,0.004024552197713213,0.0,0.0,0.007992647376891726
M/2020/0046 (Study 046),HAMD21,True,paroxetine,unpublished,243.0,-12.5,8.45,247.0,-11.5,8.45,22.8,23.0,3.359537727608665e-05,0.004098636027682592,0.083381608939051,-0.11816122213157262,0.008152983541908656
M/2020/0047 (Study 047),HAMD21,True,reboxetine,unpublished,238.0,-11.0,6.905073718273085,239.0,-10.1,7.270673617699992,24.2,23.7,-0.051583617252315875,0.0042105449774846645,0.08535984895115685,-0.12672781832961275,0.008376158489357894
M/2020/0047 (Study 047),HAMD21,True,paroxetine,unpublished,242.0,-11.8,7.636273517126899,239.0,-10.1,7.270673617699992,23.9,23.7,0.04903462867402441,0.004175529132814952,0.15556410762440542,-0.2276208714547403,0.008344209259877396
MIR 003-003 (FDA),HAMD21,True,mirtazapine,unpublished,45.0,-10.4,8.7,45.0,-8.8,8.1,25.4,25.5,0.07145896398214485,0.022727272727272728,0.16705408466316607,-0.18872786504569108,0.043886888616696124
MIR 003-020 (FDA),HAMD21,True,mirtazapine,unpublished,40.0,-10.6,8.7,39.0,-4.8,6.4,27.8,29.5,0.30668765337858245,0.025978407557354925,0.7922380832041763,-0.750581447226973,0.05324324993583536
MIR 003-020 (FDA),HAMD21,True,amitriptyline,unpublished,40.0,-11.5,9.1,39.0,-4.8,6.4,29.2,29.5,0.35163904124084877,0.025978407557354925,0.8737311174553593,-0.8415227286473181,0.054165146605865515
MIR 003-021 (FDA),HAMD21,True,mirtazapine,unpublished,45.0,-11.7,7.6,48.0,-9.5,8.9,24.2,24.4,-0.15717769095451284,0.022001934235976787,0.20829704319721515,-0.2629678357038854,0.042720536409365586
MIR 003-021 (FDA),HAMD21,True,amitriptyline,unpublished,48.0,-13.6,7.2,48.0,-9.5,8.9,25.0,24.4,-0.21197025071608455,0.02127659574468085,0.3587779941355112,-0.5024490322296918,0.04232411297853186
MIR 84062 (FDA),HAMD17,False,mirtazapine,unpublished,15.0,7.1,6.8,15.0,8.4,9.6,,,-0.3448404862917295,0.07142857142857142,-0.16813692180199832,-0.15205163056653623,0.12661435783512331
MIR 84062 (FDA),HAMD17,False,amitriptyline,unpublished,15.0,10.3,12.1,15.0,8.4,9.6,,,0.2314423541289049,0.07142857142857142,0.20391218938632222,0.16926277636875944,0.12670784532705603
MY-1043/BRL-029060/115,HAMD21,True,paroxetine,unpublished,272.0,-10.6,8.25,113.0,-9.1,8.19,,,0.004680035217510323,0.006309304164470216,0.15257958759521717,-0.18184765582946158,0.012519988049072856
MY-1043/BRL-029060/115,HAMD21,True,fluoxetine,unpublished,278.0,-11.0,8.17,113.0,-9.1,8.19,,,-0.005104220555727697,0.006269339865910262,0.1896208592755663,-0.23194585255253203,0.012467584046384117
MY-1045/BRL-029060/1 (PAR 128),HAMD21,True,paroxetine,unpublished,350.0,-11.8,8.79,136.0,-9.0,8.63,25.6,25.7,0.016099167654492104,0.005136368460150695,0.2708749541353997,-0.31966219934615947,0.010283684232895354
MY-1045/BRL-029060/1 (PAR 128),HAMD21,True,fluoxetine,unpublished,344.0,-13.0,8.72,136.0,-9.0,8.63,25.6,25.7,0.008128755069369806,0.0051614296512255695,0.36772478012531734,-0.45932942979754054,0.010447731653479878
"Mahableshwarkar2015a (315, NCT01153009)",MADRS,True,vortioxetine 15mg,2015,113.0,-14.3,9.460829773333838,129.0,-12.83,9.472419120794855,31.9,31.6,-0.0006661967429411495,0.008370535714285714,0.10847335863831656,-0.1547902737118289,0.016547395336980138
"Mahableshwarkar2015a (315, NCT01153009)",MADRS,True,vortioxetine 20mg,2015,112.0,-15.57,9.31304461494736,129.0,-12.83,9.472419120794855,32.0,31.6,-0.01637000691527865,0.008410754504504504,0.19355980721836194,-0.29061276305028366,0.016751452411119108
"Mahableshwarkar2015a (315, NCT01153009)",MADRS,True,duloxetine,2015,115.0,-16.9,9.47984388057103,129.0,-12.83,9.472419120794855,32.9,31.6,0.0012632371919665134,0.008292214912280702,0.27552744330148266,-0.4281773597979681,0.016722141570812983
"Mahableshwarkar2015b (317, NCT01179516)",MADRS,True,vortioxetine 10mg,2015,123.0,-13.66,11.800330842819621,126.0,-12.87,11.707645963215661,34.1,33.4,0.007983799767024888,0.008098360655737706,0.05957283253460881,-0.0670096271407198,0.015978102919164766
"Mahableshwarkar2015b (317, NCT01179516)",MADRS,True,vortioxetine 15mg,2015,113.0,-13.36,11.554968498442564,126.0,-12.87,11.707645963215661,33.7,33.4,-0.01266232628484583,0.008464285714285714,0.03736614650046438,-0.041978211189335125,0.016683574950774833
Mahableshwarkar2015c (NCT01564862),MADRS,True,vortioxetine,2015,175.0,-14.8,9.260129588726066,167.0,-12.5,9.045993588324059,31.4,31.9,0.023257595778999204,0.005885611411161889,0.16889853646181407,-0.2506412164133955,0.011742677292813555
Mahableshwarkar2015c (NCT01564862),MADRS,True,duloxetine,2015,187.0,-15.8,9.57235603182414,167.0,-12.5,9.045993588324059,31.7,31.9,0.05623352606915559,0.005700220235781837,0.2342812957246657,-0.35302571094721297,0.011463602645987612
Mao2015 (NCT01098318),HAMD17,True,sertraline,2015,19.0,-8.2,10.1,18.0,-4.6,8.66,15.4,14.4,0.15218671434476527,0.05718954248366013,0.578077850775158,-0.3735969161427069,0.105476365181041
Mathews2015 (NCT01473381),MADRS,True,vilazodone 20mg,2015,288.0,-16.4579606440072,9.96,281.0,-14.3112701252236,9.96,31.0,31.3,-4.355400696864106e-05,0.0035278745644599305,0.1397619423751623,-0.21524595667744073,0.00705309286092219
Mathews2015 (NCT01473381),MADRS,True,vilazodone 40mg,2015,284.0,-17.3524150268336,9.96,281.0,-14.3112701252236,9.96,30.8,31.3,-1.8929833417465894e-05,0.0035524987380111056,0.1926843438295004,-0.3049288999096912,0.007143343974796476
Mathews2015 (NCT01473381),MADRS,True,citalopram,2015,280.0,-16.5,9.96,281.0,-14.3112701252236,9.96,31.1,31.3,6.400409626216132e-06,0.0035778289810547877,0.14231303339966203,-0.2194570263380557,0.007153981538478606
McGrath2000,HAMD17,False,fluoxetine,2000,49.0,7.7,5.6,52.0,10.3,6.3,,,-0.1171702905583443,0.020220588235294115,-0.2909235663759519,-0.4321406981844161,0.039967996065106766
McIntyre2014 (NCT01422213),MADRS,True,vortioxetine 10mg,2014,174.0,-15.56,8.31027075371194,165.0,-10.85,8.220948850345684,31.62,31.34,0.010647948611434681,0.005938953898209502,0.36053843876377706,-0.5684714828954404,0.012232527669257741
McIntyre2014 (NCT01422213),MADRS,True,vortioxetine 20mg,2014,181.0,-17.55,8.3412469091857,165.0,-10.85,8.220948850345684,31.74,31.34,0.014256077658015183,0.005826558265582656,0.4808888699254064,-0.8070123491158158,0.01247745397617936
Mendels1995 (FDA 03A0A-004B),HAMD17,True,nefazodone 50-300mg,1995,78.0,-10.1,8.85,75.0,-9.5,8.85,25.1,25.0,-0.0002632502632502632,0.013250263250263251,0.061243625240718594,-0.06745931360148406,0.0259091754087561
Mendels1995 (FDA 03A0A-004B),HAMD17,True,nefazodone 100-600mg,1995,78.0,-12.7,8.85,75.0,-9.5,8.85,25.4,25.0,-0.0002632502632502632,0.013250263250263251,0.2903101948580504,-0.35978300587458184,0.026318623841609348
Miller1989 (MDUK/29060/III/82/006 (PAR-274) PAR UK 06 - FDA),HAMD21,True,paroxetine,1989,19.0,-6.0,5.9,22.0,-6.2,7.2,23.7,24.2,-0.1951604211420819,0.051587301587301584,-0.032789822822990956,0.029574286306110618,0.094336769638474
Mischoulon2014 (NCT00101452),HAMD17,False,escitalopram,2014,65.0,11.6483516483516,10.7496769977314,60.0,12.3076923076923,8.649662806529898,19.25,19.43,0.21669329284849728,0.01628707627118644,-0.05505977718303095,-0.06687758713646054,0.03167877307548135
Montgomery1992 (Study 89303 FDA),HAMD17,True,citalopram 20mg,unpublished,68.0,-11.51,7.76,64.0,-10.56,7.76,24.29,23.72,-0.0004738213693437571,0.015399194503672116,0.08614294445567576,-0.12171503486085444,0.030037571965999346
Montgomery1992 (Study 89303 FDA),HAMD17,True,citalopram 40mg,unpublished,61.0,-13.31,9.816082302122094,64.0,-10.56,7.76,22.98,23.72,0.23543658306192466,0.016269841269841268,0.2314423541289049,-0.30977997943976365,0.032013717550772584
"Montgomery2013 (F02695LP202, EudraCT2006-002404-34)",HAMD17,True,levomilnacipran,2013,276.0,-14.9,7.475961476626267,277.0,-11.5,7.65592580946289,26.2,25.8,-0.023780639338586356,0.0036297760210803687,0.2590141775822091,-0.448728769042765,0.007395832565869809
Moreno2005,HAMD21,False,fluoxetine,2005,20.0,6.603260869565217,5.104068209510389,26.0,10.597826086956522,8.03649814642341,15.41,16.49,-0.4476397350231123,0.04631578947368421,-0.4730852957831436,-0.5670025754172563,0.08898370260312254
Moscovitch2004,HAMD17,True,sertraline,2004,93.0,-9.36,7.71,93.0,-6.87,8.0,18.62,17.76,-0.03692335410459781,0.010869565217391304,0.3092811842552426,-0.3156479099819966,0.02159871837136007
Mynors-Wallis1995,HAMD17,False,amitriptyline,1995,27.0,10.3,6.5,26.0,13.8,5.7,19.1,18.4,0.1305667712918562,0.039230769230769236,-0.29252469692756894,-0.5633588951832121,0.07630379567414838
NCT01145755,MADRS,True,duloxetine,unpublished,45.0,-14.03,13.215161747023757,40.0,-14.16,13.6610394919274,,,-0.03464003757486135,0.024184149184149184,-0.009223194151204143,0.009594578610908152,0.04637065394325269
"NCT01255787 (EUCTR2010-022257-41, Lu AA21004/CCT-002, U1111-1117-6595, JapicCTI-101344, CTRI/2011/08/001963)",MADRS,True,vortioxetine 5mg,Unpublished,142.0,-14.61,9.592682106689454,150.0,-13.99,9.589752342996142,31.6,31.6,0.0004958577730564892,0.006901803988766719,0.043363437085218316,-0.06447542079702873,0.01364517297185974
"NCT01255787 (EUCTR2010-022257-41, Lu AA21004/CCT-002, U1111-1117-6595, JapicCTI-101344, CTRI/2011/08/001963)",MADRS,True,vortioxetine 10mg,Unpublished,147.0,-15.68,9.590365321508873,150.0,-13.99,9.589752342996142,31.8,31.6,0.00013287095435096565,0.006780362232233153,0.11404322624487195,-0.17577580305160542,0.01345303031888703
"NCT01255787 (EUCTR2010-022257-41, Lu AA21004/CCT-002, U1111-1117-6595, JapicCTI-101344, CTRI/2011/08/001963)",MADRS,True,vortioxetine 20mg,Unpublished,149.0,-15.82,9.59435271396669,150.0,-13.99,9.589752342996142,31.7,31.6,0.0005022760433968819,0.006734083076364956,0.12293217366211792,-0.19030090907225922,0.013371197834222208
"NCT01355081(japicCTI-111492, U1111-1120-9277)",HAMD17,True,vortioxetine 5mg,Unpublished,119.0,-9.56,6.392505299176528,122.0,-8.4,6.3842186679342365,20.9,21.5,0.0014022018244060405,0.008369519540551897,0.12935602121404194,-0.18101121927702313,0.01656406892884049
"NCT01355081(japicCTI-111492, U1111-1120-9277)",HAMD17,True,vortioxetine 10mg,Unpublished,121.0,-8.54,6.38,122.0,-8.4,6.3842186679342365,21.2,21.5,-0.0006265794384622309,0.008298898071625344,0.016529301951210506,-0.02186795252245211,0.016359767939836397
NCT01808612,HAMD21,True,fluoxetine 20mg,unpublished,168.0,-6.18,7.38804439618496,259.0,-6.91,7.88580370032123,,,-0.06414504394429205,0.004931996472171935,-0.11165136630997914,0.09471091423733138,0.009789275439330888
NCT01808612,HAMD21,True,fluoxetine 40mg,unpublished,83.0,-6.25,7.015033855941111,259.0,-6.91,7.88580370032123,,,-0.11284902672892681,0.008035545471733787,-0.10038817403126844,0.08569391725470293,0.015849786441683666
NKD20006 (NCT00048204),HAMD17,True,paroxetine,unpublished,117.0,-11.1,7.9,118.0,-10.9,7.8,24.7,24.5,0.012775866331511865,0.00858384910109048,0.01818231908319033,-0.025395788218592934,0.016913437940255717
Nemeroff2007,HAMD21,False,fluoxetine,2007,100.0,13.9,8.59,101.0,14.8,8.59,23.7,23.7,5.050505050505083e-05,0.010050505050505051,-0.06273834063342336,-0.1043776220704198,0.01977824472087898
Nemeroff2007,HAMD21,False,venlafaxine,2007,96.0,12.2,8.59,101.0,14.8,8.59,23.5,23.7,0.0002631578947368419,0.010263157894736842,-0.1931912290308586,-0.3015118932514001,0.020392776950406106
"Nierenberg2007 (F1J-MC-HMCR, NCT00073411, Pigott2007)",HAMD17,True,escitalopram,2007,274.0,-7.22,6.62,137.0,-5.97,6.79,17.8,17.7,-0.027200540378421404,0.005507972419737125,0.19010802550022413,-0.18686608357458737,0.01095129417531819
"Nierenberg2007 (F1J-MC-HMCR, NCT00073411, Pigott2007)",HAMD17,True,duloxetine,2007,273.0,-7.61,6.94,137.0,-5.97,6.79,17.6,17.7,0.02001259765399087,0.005514705882352941,0.24271624446908388,-0.23757579751654057,0.010990898851342114
Ninan2003 (poster SCT-MD-26),MADRS,True,escitalopram,unpublished,143.0,-13.3,10.76,151.0,-10.0,11.06,30.4,30.5,-0.027311647933320405,0.006854460093896714,0.28517894223366247,-0.30155516534504917,0.013700522794005679
Norton1984,HAMD17,False,fluvoxamine,1984,33.0,11.57,7.52,25.0,11.59,7.52,19.5,19.9,-0.005208333333333332,0.03645833333333333,-0.0017271161460750777,-0.0026237954393664165,0.06842425228073803
Olie1997,HAMD17,True,sertraline,1997,129.0,-11.7,8.1,129.0,-7.7,8.1,25.4,25.5,0.0,0.0078125,0.41836851294407224,-0.4923789870026428,0.015883814260398237
Olie2007 (CL3-20098-042),HAMD17,False,agomelatine,2004,116.0,13.9,7.7,119.0,17.0,7.9,27.4,27.2,-0.025531892661974368,0.008585114222549742,-0.20132450391957002,-0.39605730866949823,0.01724895971771721
PAR 01 001 (GSK & FDA),HAMD21,True,paroxetine,1989,22.0,-13.36,7.93,21.0,-11.33,7.93,27.9,27.5,-0.0011904761904761932,0.04880952380952381,0.1648110930685847,-0.25127844095962365,0.09042102636820405
PZ/109,HAMD17,False,sertraline,unpublished,104.0,13.3,7.8,103.0,13.6,8.0,22.0,21.5,-0.02536539983656479,0.00975632971635256,-0.022305757514298162,-0.037834887197837376,0.01918627898005221
PZ/111,HAMD17,False,fluoxetine,unpublished,108.0,13.4,7.0,105.0,13.8,7.5,24.4,24.2,-0.06912766659838206,0.00948058950395399,-0.02941388520629334,-0.05497034009712305,0.01865672898199132
PZ/111,HAMD17,False,sertraline,unpublished,106.0,12.8,6.9,105.0,13.8,7.5,24.1,24.2,-0.08342739648483856,0.00956959706959707,-0.07522342123758752,-0.13829743919154003,0.01886722120854152
Paykel1988,HAMD17,False,amitriptyline,1988,45.0,5.67,7.52,55.0,9.46,7.52,16.2,15.8,0.002104377104377105,0.020622895622895623,-0.5118832653241263,-0.5001224356532624,0.041043035556017404
Perahia2006 (HMAY - Study Group B),HAMD17,True,duloxetine 80mg,2006,93.0,-11.06,5.689753948985843,99.0,-10.13,5.571929647797072,21.3,20.58,0.021258316472272287,0.010536823425022181,0.0878336778335967,-0.16455435984837963,0.02075986875957865
Perahia2006 (HMAY - Study Group B),HAMD17,True,duloxetine 120mg,2006,102.0,-11.64,5.554727716099143,99.0,-10.13,5.571929647797072,21.38,20.58,-0.0032435696946593205,0.01005253586583148,0.13894612404269965,-0.2704019906874232,0.019937316978031965
Perahia2006 (HMAY - Study Group B),HAMD17,True,paroxetine,2006,97.0,-10.61,5.71233752504174,99.0,-10.13,5.571929647797072,21.03,20.58,0.024993176512673052,0.010310374149659863,0.04629563436529955,-0.0847491911595772,0.020270947519823994
Pomara2013,MADRS,True,vilazodone,2013,255.0,-16.1,9.96,253.0,-11.0,9.96,,,-1.562304711911003e-05,0.003952630921134858,0.3809239991920469,-0.5112888528905539,0.00810835219183469
